track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_popularity,youtube_views,youtube_likes,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,explicit_track,release_year
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,2022-04-25,UYB282201026,"4,287",20.3,185316307.0,59.0,168590700.0,5156460.0,28833.0,7832.0,10044.0,203241.0,1,2022
vice city,vice city,XXXTENTACION,2022-01-28,USQX92105542,"4,343",20.2,111369377.0,64.0,100696513.0,1725109.0,927112.0,1727.0,3224599.0,166343.0,1,2022
Your Heart Or Mine,Mr. Saturday Night,Jon Pardi,2022-09-02,USUM72211354,"4,329",20.2,129531779.0,69.0,13125721.0,89641.0,34744597.0,3651.0,893347.0,446529.0,0,2022
Alors on danse,Clubland Vol. 5,Stromae,2009-01-01,FRUM70902424,"4,315",20.2,676325288.0,72.0,852637099.0,6839325.0,20266654.0,96409.0,3224599.0,212724.0,0,2009
LosT,LosT - Single,Bring Me The Horizon,2023-05-04,GBARL2202050,"4,325",20.2,96922687.0,63.0,22161743.0,344869.0,611452.0,347.0,3224599.0,213968.0,1,2023
Check It Out,Check It Out,Parmish Verma,2023-06-27,DGA052307798,"4,341",20.2,99237146.0,67.0,113013875.0,1174863.0,12735768.5,7832.0,3224599.0,125330.0,0,2023
SOLO,SOLO,JENNIE,2018-11-12,KRA401800139,"4,339",20.2,622229689.0,67.0,449312389.0,7193977.0,7169594.0,12604.0,3224599.0,1499180.0,0,2018
Good For You,Good For You,Selena Gomez,2015-06-22,USUM71508741,"4,342",20.2,701552110.0,60.0,581362473.0,4012591.0,393712904.0,153528.0,3224599.0,5461184.0,0,2015
Sigues Con El,Sigues Con El,Dï¿½ï¿½melo ,2019-12-13,QMFME1942300,"4,331",20.2,582595821.0,60.0,212809052.0,1189005.0,84749488.0,14731.0,3224599.0,1294402.0,0,2019
Looking For The Hoes (Ainï¿½ï¿½ï¿½t My ,Hood Hottest Princess,Sexyy Red,2023-06-09,QZSYP2342088,"4,317",20.2,68965021.0,70.0,25701096.0,259974.0,5935978.0,7448.0,3224599.0,437612.0,1,2023
Jefe,Jefe,Ninho,2021-12-03,FR9W12136756,"4,318",20.2,154120297.0,61.0,152723183.0,900381.0,12735768.5,7832.0,3224599.0,802018.0,1,2021
Tip Toe (feat. French Montana),Nu King,Jason Derulo,2024-02-16,USAT22400763,"4,340",20.2,239850720.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,3759625.0,0,2024
Vamp Anthem,Whole Lotta Red,Playboi Carti,2020-12-25,USUM72024688,"4,332",20.2,291244404.0,69.0,41936586.0,623466.0,978492.0,4994.0,3224599.0,361371.0,1,2020
Small Town Boy,Small Town Boy,Dustin Lynch,2017-02-17,US58E1700584,"4,336",20.2,333982743.0,61.0,266675091.0,1417694.0,535628333.0,121546.0,3224599.0,854584.0,0,2017
do re mi,do re mi,blackbear,2017-03-18,USLD91700850,"4,335",20.2,619655619.0,63.0,324660885.0,3726146.0,205536930.0,219399.0,3224599.0,2220972.0,1,2017
"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",The Offspring,2008-06-12,USSM10801605,"4,334",20.2,968810827.0,77.0,336220628.0,2996719.0,793391919.0,335263.0,1109382.0,3522400.0,1,2008
Plug Walk,Plug Walk,Rich The Kid,2018-02-08,USUM71800892,"4,324",20.2,653490628.0,62.0,97882796.0,935978.0,155675674.0,123401.0,3224599.0,1896071.0,1,2018
RON COLA,SATURNO,Rauw Alejandro,2022-11-11,USSD12201168,"4,319",20.2,143542362.0,60.0,13240486.0,121147.0,2758188.0,412.0,3224599.0,457002.0,1,2022
Hide Away,Hide Away,Daya,2015-04-22,QM4ZV1500057,"4,327",20.2,493444344.0,76.0,110108631.0,979538.0,315421399.0,132842.0,2353027.0,4367770.0,0,2015
Unsteady,The Reason EP,X Ambassadors,2014-01-28,USUM71400108,"4,344",20.2,663939688.0,67.0,462058635.0,4042516.0,414961857.0,257712.0,3224599.0,5432642.0,0,2014
ýýýýýýýý,ýýýýýýýý,Jah Khalib,2022-12-02,RUA322205221,"4,322",20.2,14566339.0,48.0,173493536.0,555196.0,12735768.5,7832.0,3224599.0,989901.0,0,2022
Fall in Love with You.,Fall in Love with You. - Single,Montell Fish,2021-11-05,QZNWR2164926,"4,320",20.2,342872540.0,74.0,27027629.0,793123.0,2613145.0,3132.0,3224599.0,611661.0,0,2021
Chamber Of Reflection,Salad Days,Mac DeMarco,2014-03-28,QMMZN1300568,"4,321",20.2,728140057.0,74.0,251014567.0,3365976.0,19923286.0,21433.0,15522068.0,2451463.0,0,2014
Watermelon Moonshine,Songs From Bell Bottom Country,Lainey Wilson,2022-08-12,QMRSZ2201709,"4,338",20.2,129635815.0,70.0,33423008.0,161494.0,18931295.0,21657.0,3224599.0,854584.0,0,2022
Tighten Up,Brothers (Deluxe Remastered Anniversary Edition),The Black Keys,2020-12-18,USNO12000172,"4,316",20.2,248857241.0,56.0,148269610.0,1257935.0,446770841.0,91826.0,3224599.0,2135677.0,0,2020
CAN'T SAY,ASTROWORLD,Travis Scott,2018-08-03,USSM11806670,"4,323",20.2,601202311.0,72.0,183455907.0,1802273.0,14735967.0,15523.0,3224599.0,1084361.0,1,2018
Think I'm In Love With You,Think Iï¿½ï¿½ï¿½m In Love Wi,Chris Stapleton,2023-09-08,USUG12300474,"4,333",20.2,78855298.0,67.0,6408371.0,103541.0,38384683.0,4122.0,265973.0,137222.0,0,2023
Pursuit Of Happiness (nightmare),Man On the Moon: The End of Day,Kid Cudi,2009-01-01,USUM70981907,"4,330",20.2,789300127.0,64.0,371080713.0,2632037.0,441333494.0,633926.0,3224599.0,2754603.0,1,2009
Sprinter,25th Birthda,Central ce,2023-06-06,AEA2M2372385,"4,729",20.2,675375297.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,854584.0,1,2023
Do What I Want,The Perfect LUV Tape,Lil Uzi Vert,2016-07-31,USAT21602372,"4,337",20.2,255776823.0,58.0,135880617.0,1184950.0,37931370.0,27805.0,87817419.0,487907.0,1,2016
There I Go (feat. J. Cole & Mike WiLL Made-It),There I Go (feat. J. Cole & Mike WiLL Made-It),Gucci Mane,2023-08-25,USAT22308234,"4,328",20.2,19690183.0,48.0,8714858.0,141807.0,12735768.5,7832.0,3224599.0,854584.0,1,2023
Mercy,I Love R&B,Kanye West,2012-01-01,USUM71203564,"4,326",20.2,396015053.0,64.0,58003262.0,606430.0,632560196.0,909184.0,3224599.0,5748041.0,1,2012
"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Sachin-Jigar,2024-02-02,INS182400341,"4,369",20.1,44619695.0,73.0,46189870.0,250190.0,12735768.5,7832.0,3224599.0,99889.0,0,2024
Hero,Hero,Alan Walker,2023-05-04,NOG842303010,"4,367",20.1,76323780.0,59.0,82546258.0,937660.0,3480840.0,688.0,601868.0,368216.0,0,2023
Param Pom,Param Pom,TAIRA,2022-06-17,USR3R2200084,"4,353",20.1,20855.0,7.0,334451880.0,1636690.0,12735768.5,7832.0,3224599.0,854584.0,0,2022
JAGERMEISTER,Jagermeister (feat. 2woBunnies) - Single,Ice Beats Slide,2022-12-31,ZA56E2201859,"4,373",20.1,8434856.0,14.0,148269610.0,1257935.0,20150.0,7832.0,3224599.0,785803.0,0,2022
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)","Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,2018-05-25,USUM71807398,"4,368",20.1,370693139.0,56.0,354158650.0,2481689.0,189684107.0,120848.0,3224599.0,3017513.0,1,2018
Bï¿½ï¿½ï¿½n ï¿½ï¿½ï¿½ï¿½ï¿½,Bï¿½ï¿½ï¿½n ï¿½ï¿½ï¿½ï¿½ï¿½i (feat. ,Karik,2023-10-04,VNA112300865,"4,376",20.1,19247151.0,57.0,99031817.0,396913.0,12735768.5,7832.0,3224599.0,33574.0,0,2023
Drifting,Drifting,Tiï¿½ï¿,2023-06-22,NLZ542300863,"4,345",20.1,101903591.0,72.0,16541095.0,130658.0,4344303.0,448.0,3224599.0,480582.0,0,2023
Over the Rainbow,Alone In Iz World,Israel Kamakawiwo'ole,2001-09-25,USMAC0100119,"4,361",20.1,399145178.0,68.0,1632844702.0,11706967.0,749033130.0,690053.0,3224599.0,3385807.0,0,2001
Losin Control,Losin Control,Russ,2016-07-28,USSM11606199,"4,354",20.1,703411626.0,66.0,203961378.0,1718942.0,356243964.0,195496.0,3224599.0,2062658.0,1,2016
Onana,Onana - Single,Jey One,2023-05-08,QZNJV2319366,"4,365",20.1,57239767.0,64.0,22415677.0,216783.0,12735768.5,7832.0,3224599.0,854584.0,0,2023
Daechwita,D-2,Agust D,2020-05-22,QM6N22036182,"4,375",20.1,313507248.0,67.0,502937217.0,15675718.0,2618702.0,2413.0,3224599.0,587656.0,1,2020
Como Si No Importara,Como Si No Importara,Emilia,2021-07-13,USSD12100347,"4,356",20.1,232985667.0,62.0,244041337.0,1787933.0,75232.0,7832.0,3224599.0,260024.0,0,2021
Supernova,Supernova,SAIKO,2023-04-19,QM6MZ2302420,"4,348",20.1,125451295.0,61.0,26092583.0,192904.0,4067.0,12.0,3224599.0,287570.0,0,2023
Rags2Riches (feat. ATR Son Son),Pray 4 Love,Rod Wave,2020-04-03,USLD91725576,"4,366",20.1,164542767.0,47.0,164259549.0,1321390.0,12735768.5,7832.0,3224599.0,854584.0,1,2020
Fast Car,Fast Car,Jonas Blue,2015-12-04,GBUM71507621,"4,352",20.1,1145882592.0,69.0,154731955.0,772693.0,94448996.0,39367.0,3224599.0,10070305.0,0,2015
Quickie,Quickie,Moneybagg Yo,2022-12-08,USUM72222509,"4,347",20.1,56051407.0,57.0,47664500.0,494147.0,55770355.0,15368.0,3224599.0,496329.0,1,2022
Coraï¿½ï¿½ï¿½ï¿½o,"Patroas, EP1",Marï¿½ï¿½lia Mendo,2020-07-10,BRWNV2000088,"4,370",20.1,71915713.0,54.0,611609157.0,2544961.0,78983.0,7832.0,3224599.0,127483.0,0,2020
Vultures,Vultures,ýý$,2023-11-22,CA5KR2406316,"4,363",20.1,45816040.0,67.0,148269610.0,1257935.0,87471.0,338.0,3224599.0,40135.0,1,2023
MY HOUSE,MY HOUSE,Beyoncï¿,2023-12-01,USSM12308805,"4,374",20.1,45238166.0,67.0,8478416.0,174490.0,6199824.0,2879.0,3224599.0,321401.0,1,2023
The Thin Grey Line,The Thin Grey Line,$uicideboy$,2024-05-24,QZAPK2000490,"4,360",20.1,13289346.0,72.0,148269610.0,1257935.0,328307.0,92.0,3224599.0,854584.0,1,2024
Alo,Alo,corwinn,2024-05-25,TRSVN2485301,"4,807",20.1,29938396.0,39.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,854584.0,1,2024
Fear Of Heights,For All The Dogs,Drake,2023-10-06,USUG12306069,"4,358",20.1,65870686.0,67.0,4154083.0,48490.0,1809622.0,543.0,3224599.0,62951.0,1,2023
Desde Mis Ojos - Remix,Desde Mis Ojos (Remix),Chris Lebron,2022-05-05,QM4TX2289725,"4,351",20.1,128669257.0,62.0,142184505.0,819929.0,2687998.0,1954.0,3224599.0,658283.0,0,2022
Prayer in C - Robin Schulz Radio Edit,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Lilly Wood and The Prick,2014-01-01,DEA621400286,"4,372",20.1,1074583619.0,69.0,631896.0,5935.0,242929188.0,27275.0,3224599.0,30826278.0,0,2014
Bam Lagatar,Bam Lagatar,Khushi Kakkar,2024-05-06,ING642403642,"4,355",20.1,41745.0,67.0,18602043.0,62451.0,12735768.5,7832.0,3224599.0,854584.0,0,2024
Who Is Your Guy? - Remix,Who Is Your Guy? (Remix),Spyro,2023-03-03,QZ5AB2388250,"4,364",20.1,21134265.0,55.0,148269610.0,1257935.0,17554.0,7832.0,3224599.0,1887872.0,0,2023
Rover,Rover - The 3rd Mini Album - EP,KAI,2023-03-13,KRA302300058,"4,349",20.1,144026886.0,64.0,112805596.0,2145090.0,928506.0,948.0,3224599.0,315158.0,0,2023
From The Start,Bewitched,Laufey,2023-09-08,QMDA62312093,"4,371",20.1,367151355.0,82.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,854584.0,0,2023
Slimed In,WE DON'T TRUST YOU,Future,2024-03-22,USSM12402035,"4,350",20.1,28767834.0,67.0,5101175.0,61395.0,354275.0,230.0,3224599.0,30563.0,1,2024
Gentleman,Clubland 23,PSY,2013-01-01,USUM71304188,"4,357",20.1,119666188.0,54.0,1772780483.0,9586155.0,12735768.5,7832.0,3224599.0,2559290.0,0,2013
SUGAR,Big Swag,BROCKHAMPTON,2019-06-22,USRC11901564,"4,346",20.1,507842421.0,63.0,75958373.0,1188192.0,11096440.0,42030.0,3224599.0,1260838.0,1,2019
Everybody Talks,Everybody Talks,Neon Trees,2011-12-19,USUM71119189,"4,359",20.1,836267192.0,74.0,128528493.0,1373771.0,429528547.0,391142.0,3224599.0,5673327.0,1,2011
OKLOSER,OKLOSER,Doja Cat,2024-04-01,USRC12400591,"4,362",20.1,20814043.0,67.0,148269610.0,1257935.0,133333.0,287.0,3224599.0,71723.0,1,2024
Pump It Up,Pump It Up,Endor,2019-09-13,GBCPZ1916610,"4,386",20.0,352268839.0,66.0,37251936.0,317013.0,4181404.0,12223.0,3224599.0,2307798.0,0,2019
Standing Room Only,Standing Room Only,Tim McGraw,2023-03-10,QZRD92302549,"4,388",20.0,31705548.0,50.0,11529302.0,87129.0,28897995.0,3274.0,3224599.0,286295.0,0,2023
ýýýýýý,ýýýýýýýýý - EP,WINE,2022-12-19,KRNAR2233065,"4,393",20.0,276193.0,67.0,253612567.0,560712.0,12735768.5,7832.0,3224599.0,173.0,0,2022
Back To Back (feat. Future),Back To Back (feat. Future),Nardo Wick,2024-04-26,USRC12401155,"4,385",20.0,7615489.0,67.0,1582983.0,60765.0,938876.0,118.0,703031.0,50655.0,1,2024
Shotta Flow,Shotta Flow,NLE Choppa,2019-01-17,QZ85M1903991,"4,379",20.0,257646451.0,17.0,394204600.0,5104881.0,26799251.0,120052.0,3224599.0,1407757.0,1,2019
Baddest,Baddest,Yung Bleu,2021-06-11,USUYG1373541,"4,391",20.0,58539080.0,49.0,93406018.0,908614.0,72404038.0,9071.0,1747863.0,1492094.0,1,2021
Cigarettes,Fighting Demons (Extended Edition),Juice WRLD,2021-12-10,USUG12200313,"4,381",20.0,233582276.0,64.0,35114944.0,551931.0,8846192.0,6564.0,3224599.0,530477.0,1,2021
bad,0.1 flaws and all.,wave to earth,2023-04-20,KRA252300807,"4,377",20.0,140228805.0,70.0,48488768.0,452737.0,10408.0,7832.0,3224599.0,190480.0,0,2023
ISABELLE,ISABELLE,Sefo,2022-06-08,QM6N22220696,"4,398",20.0,90838757.0,53.0,203958899.0,721936.0,12735768.5,7832.0,3224599.0,332021.0,0,2022
Cure For Me,Cure For Me,AURORA,2021-07-07,GBUM72100848,"4,392",20.0,164125901.0,57.0,145427971.0,2917166.0,628739.0,3789.0,3224599.0,1605654.0,0,2021
Tï¿½ï¿½ï¿½n,Tï¿½ï¿½ï¿½ng Quen - ,Wren Evans,2023-10-25,SGUM72301412,"4,383",20.0,35549029.0,56.0,57756889.0,205111.0,12735768.5,7832.0,3224599.0,28280.0,0,2023
Pistoleta,Pistoleta,Olexesh,2024-04-11,DEVY22400014,"4,397",20.0,24652626.0,59.0,6100333.0,56016.0,12735768.5,7832.0,3224599.0,106947.0,1,2024
LOYALTY. FEAT. RIHANNA.,DAMN.,Kendrick Lamar,2017-04-14,USUM71703086,"4,380",20.0,669703929.0,73.0,234757944.0,2316992.0,234306133.0,67483.0,4369805.0,2302809.0,1,2017
Deep in the Water,Deep in the Water,Don Toliver,2024-03-14,USAT22401435,"4,396",20.0,23798578.0,67.0,4469788.0,97913.0,1944815.0,163.0,600647.0,854584.0,1,2024
Endless Fashion (feat. Nicki Minaj),Endless Fashion (feat. Nicki Minaj),Lil Uzi Vert,2023-06-21,USAT22306857,"4,387",20.0,68598656.0,59.0,11390626.0,162262.0,9397582.0,3116.0,3224599.0,504646.0,1,2023
A Mimir En El Chat,A Mimir En El Chat,Dejavu FF,2024-04-16,QM6MZ2472476,"4,382",20.0,288153.0,67.0,26302423.0,331850.0,12735768.5,7832.0,3224599.0,3122.0,0,2024
Temporary pyar,Temporary pyar,Kaka,2021-09-04,INS402100006,"4,390",20.0,38264355.0,53.0,451922405.0,6040482.0,12735768.5,7832.0,3224599.0,854584.0,0,2021
AA,AA,Walker Hayes,2021-11-19,USQX92104965,"4,389",20.0,80899019.0,53.0,68620784.0,468664.0,146613382.0,30173.0,3224599.0,761595.0,0,2021
Phir Bhi Tumko Chaahunga,Half Girlfriend,Mithoon,2017-04-30,INZ031402279,"4,378",20.0,82758005.0,2.0,1074239950.0,6411485.0,2120750.0,7832.0,3224599.0,539903.0,0,2017
Passinho Debochado,Passinho Debochado,Dan Ventura,2021-07-30,QZMZ92162594,"4,384",20.0,68273832.0,45.0,96088323.0,1033691.0,12735768.5,7832.0,3224599.0,146957.0,0,2021
Go Hard,Go Hard - Single,Lil Baby,2023-04-28,USUG12300031,"4,394",20.0,70601620.0,60.0,7241759.0,93111.0,15028714.0,2422.0,3224599.0,356684.0,1,2023
La La La (Brazil 2014),Shakira. (Deluxe Version),Shakira,2014-03-14,USRC11400478,"4,395",20.0,125560682.0,55.0,1315361520.0,7019819.0,12735768.5,7832.0,3224599.0,1319100.0,0,2014
i'm yours sped up,i'm yours,Isabel LaRosa,2022-10-28,USRC12203969,"4,410",19.9,223341848.0,67.0,12260201.0,167404.0,1615467.0,877.0,3224599.0,1622902.0,0,2022
"Ruaan (From ""Tiger 3"")","Ruaan (From ""Tiger 3"")",Pritam,2023-11-06,INY092300063,"4,419",19.9,25820250.0,67.0,88129485.0,562556.0,352.0,7832.0,3224599.0,57373.0,0,2023
Summer of Love (Shawn Mendes & Tainy),Summer Of Love,Shawn Mendes,2021-08-20,USUM72114707,"4,406",19.9,392730501.0,65.0,56656911.0,851302.0,12162884.0,2574.0,3224599.0,1619318.0,0,2021
God of Music,SEVENTEEN 11th Mini Album 'SEVENTEENTH HEAVEN',SEVENTEEN,2023-10-23,USA2P2345251,"4,417",19.9,64530857.0,67.0,68842793.0,1133609.0,146890.0,105.0,3224599.0,136977.0,0,2023
ýýýH+3+ýýýýýýý7luCJIo0T6...,ýýýH+3+ýýýýýýý7luCJIo0T6...,vyrval,2024-02-07,US3DF2408834,"4,404",19.9,27480893.0,67.0,20386329.0,486342.0,8215.0,44.0,3224599.0,452466.0,0,2024
Embarrassed (feat. Travis Scott),Embarrassed (feat. Travis Scott),Don Toliver,2023-02-23,USAT22302147,"4,418",19.9,96288883.0,63.0,8545326.0,113402.0,527188.0,363.0,2021849.0,190951.0,1,2023
Carrying Your Love,Carrying Your Love,David Morris,2022-06-01,QZEQU2246860,"4,399",19.9,33278200.0,50.0,4962879.0,74982.0,5082176.0,2540.0,3224599.0,255786.0,0,2022
Dueles,Un besito mï¿½,Jesse & Joy,2015-12-04,MXF151500224,"4,415",19.9,563467499.0,72.0,1000321872.0,4630509.0,9336374.0,5058.0,3224599.0,1934884.0,0,2015
Tipo Hollywood,Tipo Holywood,Mc Ws da leste,2023-09-19,BC8182300165,"4,412",19.9,100530093.0,67.0,40396492.0,385259.0,12735768.5,7832.0,3224599.0,73406.0,1,2023
Oye,Oye,LuckReaper,2024-05-15,NL9KR2313387,"4,879",19.9,47151307.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,854584.0,1,2024
She Don't Give a Fo,"Trapgentina, Vol. 1",Duki,2017-12-07,QZ5FN1767793,"4,409",19.9,500565437.0,70.0,644380652.0,4455611.0,604004.0,2295.0,3224599.0,995726.0,0,2017
085 - Ao Vivo,Pode Crï¿½ï¿½ (Ao V,MC Rogerinho,2023-01-12,US7VG2308218,"4,401",19.9,126063862.0,58.0,129157973.0,401990.0,12735768.5,7832.0,3224599.0,97522.0,1,2023
MODELITO,PARAISO,Mora,2022-11-03,QMDA62297378,"4,402",19.9,216298810.0,72.0,38256899.0,252379.0,444856.0,485.0,3224599.0,360437.0,1,2022
Los animales en el autobï¿½,La ronda de Lulita,Luli Pampï¿½,2022-07-22,ITZV22200088,"4,400",19.9,108439.0,17.0,311333094.0,770466.0,12735768.5,7832.0,3224599.0,854584.0,0,2022
Would You (go to bed with me?),Would You (go to bed with me?),Campbell,2023-07-21,GBAHS2300598,"4,405",19.9,73821370.0,71.0,12303071.0,190206.0,12735768.5,7832.0,898654.0,241298.0,0,2023
Easy,The Plan,DaniLeigh,2018-11-30,USUM71816809,"4,403",19.9,41808541.0,46.0,491827513.0,3638561.0,172241744.0,37508.0,15875196.0,1458244.0,0,2018
ýýýýýýýýýý ýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýý,ýýýýýýýýýý ýýýý ýýýýýýýýýýýý ýýýýýýýýýýýýýý,Eslam Kabonga,2023-06-16,EGA262306597,"4,407",19.9,13608243.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,15667505.0,854584.0,0,2023
UNTOUCHABLE,BORN TO BE,ITZY,2024-01-08,US5TA2300214,"4,422",19.9,41904754.0,11.0,48108686.0,927978.0,184920.0,247.0,3224599.0,87983.0,0,2024
Dj Terompet Pemersatu Bangsa,Dj Terompet Pemersatu Bangsa,PAMOKHOL ID,2022-10-19,SGB502272288,"4,416",19.9,2347433.0,25.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,854584.0,0,2022
YOSEMITE,ASTROWORLD,Travis Scott,2018-08-03,USSM11806669,"4,408",19.9,646744185.0,68.0,161578216.0,1576117.0,58077529.0,20858.0,3224599.0,1564987.0,1,2018
Demasiadas Mujeres,Demasiadas Mujeres,C. Tangana,2020-10-08,ES5022000710,"4,423",19.9,417168757.0,68.0,135732676.0,1275450.0,94511.0,549.0,3224599.0,1294599.0,0,2020
T-Shirt,T-Shirt,Migos,2017-01-13,QMCE31600872,"4,420",19.9,476546062.0,59.0,411585032.0,2754105.0,261193437.0,81956.0,3224599.0,2262525.0,1,2017
Pretty Savage,THE ALBUM,BLACKPINK,2020-10-02,KRA402000133,"4,421",19.9,435823355.0,64.0,284536285.0,3411827.0,4427847.0,6097.0,3224599.0,733704.0,0,2020
"Mann Bharryaa 2.0 (From ""Shershaah"")","Mann Bharryaa 2.0 (From ""Shershaah"")",B Praak,2021-08-15,INS172102779,"4,424",19.9,149351877.0,61.0,365670176.0,5075644.0,12735768.5,7832.0,3224599.0,137705.0,0,2021
Feel So Close - Radio Edit,Dance Hitlist 2012.1,Calvin Harris,2011-01-01,GBARL1100748,"4,411",19.9,991382346.0,79.0,7412771.0,63854.0,426156682.0,480102.0,3224599.0,7721049.0,0,2011
Got What I Got,From the album '9',Jason Aldean,2019-10-11,QMRSZ1901461,"4,414",19.9,184488165.0,59.0,220205995.0,1704011.0,367697976.0,83391.0,3224599.0,854584.0,0,2019
Instant Crush (feat. Julian Casablancas),Random Access Memories,Daft Punk,2013-05-17,USQX91300105,"4,413",19.9,587054803.0,70.0,830977726.0,4575683.0,13761386.0,20411.0,3224599.0,7241562.0,0,2013
Young,Vibes,Vacations,2016-12-09,SEYOK1669274,"4,431",19.8,597591280.0,74.0,105282082.0,1803716.0,4444885.0,5086.0,23290198.0,1723404.0,0,2016
"Genius (feat. Sia, Diplo, and Labrinth)",Genius,Sia,2018-05-03,USQX91800798,"4,449",19.8,563680273.0,71.0,403337582.0,4716385.0,12735768.5,7832.0,3224599.0,854584.0,0,2018
ýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýý,Ado,2020-10-23,JPPO02002791,"4,427",19.8,189058129.0,62.0,390278119.0,3350958.0,12735768.5,7832.0,3224599.0,268333.0,0,2020
Holy Ghost,Holy Ghost,Omah Lay,2023-11-09,USWB12306574,"4,426",19.8,61390970.0,67.0,28274389.0,310343.0,1898709.0,356.0,3224599.0,854584.0,0,2023
red sky,american dream,21 Savage,2024-01-12,USSM12309172,"4,450",19.8,38445811.0,67.0,2609366.0,32715.0,394249.0,230.0,3224599.0,72376.0,1,2024
Puntos Suspensivos,Ubuntu,Piso 21,2018-05-11,MXF151800123,"4,430",19.8,405331822.0,65.0,773003656.0,2296316.0,8181531.0,1713.0,3224599.0,718484.0,0,2018
Taboo,Meet the Orphans (Deluxe Edition),Don Omar,2010-01-01,USUM71025734,"4,451",19.8,210904340.0,66.0,1096124254.0,3571813.0,270829417.0,137297.0,3224599.0,1655972.0,0,2010
MALA SANTA,MALA SANTA,Becky G,2019-10-11,USRC11902848,"4,446",19.8,189969086.0,54.0,474789534.0,3191466.0,19661789.0,7367.0,3224599.0,601436.0,0,2019
She Make It Clap,She Make It Clap,Soulja Boy,2021-03-12,TCAFL2178806,"4,452",19.8,87813373.0,51.0,22158547.0,645841.0,11767557.0,7464.0,3340704.0,571513.0,1,2021
Who I Am,Who I Am,Alan Walker,2024-01-04,NOG842302010,"4,428",19.8,36474848.0,67.0,42037284.0,1045695.0,12735768.5,7832.0,3224599.0,153003.0,0,2024
Nature Sounds with Music: Inspiring Thunder and Rain with Relaxing Music,Nature Sounds with Music: Inspiring Thunder and Rain with Relaxing Music,Jamie Llewellyn,2013-12-27,QMBZ91375750,"4,438",19.8,240712.0,67.0,148269610.0,1257935.0,1759451.0,1996608.0,3224599.0,854584.0,0,2013
counting stars (speed up) - Remix,counting stars (speed up) [Remix],Muppet DJ,2023-01-18,ARIXB2300676,"4,441",19.8,239850720.0,67.0,225116235.0,1646808.0,12735768.5,7832.0,3224599.0,854584.0,0,2023
"Illegal Weapon 2.0 (From ""Street Dancer 3D"")","Illegal Weapon 2.0 (From ""Street Dancer 3D"")",Jasmine Sandlas,2020-01-04,INS182000006,"4,434",19.8,173193166.0,60.0,643258603.0,3362426.0,12735768.5,7832.0,3224599.0,259241.0,0,2020
ýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýý - Single,ýýýýýýýýýýýýýýýýýýýýýýýý,2023-12-29,DGA0R2315475,"4,425",19.8,3225791.0,67.0,72510719.0,227398.0,12735768.5,7832.0,3224599.0,25420.0,0,2023
"Nobody Like U - From ""Turning Red""","Nobody Like U (From ""Turning Red"")",4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turnin,2022-02-25,USWD12213564,"4,453",19.8,148262734.0,61.0,84276192.0,1121581.0,10335798.0,16315.0,1228455.0,768965.0,0,2022
ýýýýýýýýýýýý,Kizuna No Kiseki,MAN WITH A MISSION,2023-04-10,JPU902300267,"4,429",19.8,98476020.0,65.0,103175548.0,656387.0,12735768.5,7832.0,3224599.0,404281.0,0,2023
Hep Mi Ben,Hep Mi Ben,Ayaz Erdoï¿½ï,2022-03-16,FR2X42282198,"4,447",19.8,57174683.0,52.0,277032840.0,1310994.0,12735768.5,7832.0,3224599.0,1826014.0,0,2022
02.02.99,02.02.99,That Mexican OT,2024-01-09,USUG12310194,"4,439",19.8,38388843.0,67.0,25838329.0,341078.0,3150471.0,1341.0,3224599.0,226812.0,1,2024
A LA ORDEN,A LA ORDEN - Single,Santa Fe Klan,2024-05-23,QM6N22481184,"4,437",19.8,4453194.0,64.0,9104356.0,198623.0,17261.0,116.0,3224599.0,17457.0,1,2024
